PlayerID,Age,Gender,Location,GameGenre,PlayTimeHours,InGamePurchases,GameDifficulty,SessionsPerWeek,AvgSessionDurationMinutes,PlayerLevel,AchievementsUnlocked,EngagementLevel
32228,21,Female,USA,RPG,15.822,0,Easy,2,67,5,1,Low
18879,34,Male,Europe,Simulation,6.1448,1,Easy,12,42,97,6,Medium
42400,27,Male,Asia,Simulation,17.6964,0,Medium,0,160,15,8,Low
20841,16,Male,Asia,Strategy,10.8596,1,Easy,7,41,25,25,Low
20035,22,Male,Europe,Strategy,17.9708,0,Easy,4,113,85,41,Medium
15394,18,Female,USA,RPG,12.3197,0,Medium,7,104,98,39,Medium
29532,22,Male,Asia,RPG,10.8874,1,Easy,3,112,34,32,Medium
32337,40,Male,Europe,Strategy,1.1898,0,Easy,3,55,40,23,Low
10792,38,Male,Europe,Simulation,6.7565,0,Easy,1,54,90,19,Low
12792,20,Male,USA,Sports,23.3628,0,Hard,8,55,48,2,Medium
9520,42,Male,Other,RPG,19.2287,0,Easy,14,117,18,2,High
10430,36,Male,USA,Strategy,1.562,0,Hard,15,62,53,16,Medium
47758,41,Male,Asia,Action,4.5868,1,Medium,12,114,97,34,High
28481,17,Male,USA,Simulation,19.9819,0,Easy,17,65,21,23,Medium
46783,34,Male,Europe,Action,3.3577,0,Easy,13,178,26,17,High
30920,34,Male,Other,Simulation,6.3132,0,Easy,3,46,99,26,Medium
23095,20,Female,Asia,RPG,8.6819,0,Hard,4,164,47,11,Medium
37134,22,Male,Asia,RPG,13.3175,1,Easy,8,50,92,15,Medium
18866,41,Male,Asia,RPG,18.856,0,Hard,14,98,88,49,High
35107,44,Female,Europe,Sports,17.3848,1,Easy,15,103,26,32,High
27532,23,Male,USA,Strategy,9.3105,1,Easy,18,61,33,41,Medium
20993,27,Female,Asia,Sports,15.5096,0,Easy,4,70,72,29,Medium
20457,41,Female,USA,Strategy,10.8065,1,Medium,9,112,96,33,Medium
10157,38,Male,USA,RPG,7.6986,0,Easy,16,106,84,6,High
13107,16,Female,Europe,Simulation,8.3067,1,Easy,2,102,2,34,Low
30730,32,Female,USA,RPG,1.0187,1,Hard,16,81,84,38,Medium
36254,26,Male,USA,Strategy,18.6437,0,Hard,15,126,88,15,High
9955,44,Female,Europe,Simulation,8.5333,0,Easy,11,33,24,32,Medium
11585,36,Female,Europe,RPG,23.8089,1,Easy,17,27,18,45,Medium
17324,32,Female,USA,Action,2.1175,0,Hard,2,96,3,43,Low
48982,18,Female,Asia,RPG,4.3974,0,Easy,18,105,4,14,High
33267,34,Male,USA,Simulation,13.7274,0,Medium,11,28,17,24,Medium
21905,35,Female,Asia,RPG,9.7109,0,Easy,4,115,53,34,Medium
22885,43,Female,USA,RPG,9.409,0,Easy,1,156,49,24,Low
12832,16,Female,Europe,Action,9.5911,1,Medium,11,146,79,27,High
33037,23,Female,Asia,Strategy,0.7872,0,Easy,4,142,53,11,Medium
34174,20,Male,Europe,RPG,7.2284,0,Easy,3,146,44,10,Medium
35583,22,Female,Europe,Strategy,12.6204,1,Medium,3,118,9,18,Medium
27035,33,Male,USA,Simulation,3.3132,0,Medium,17,57,41,37,Medium
29517,30,Male,Asia,Action,6.8419,0,Easy,18,156,12,37,High
9782,28,Male,USA,Sports,8.3993,0,Hard,1,48,21,15,Low
33115,34,Male,USA,Action,23.3897,0,Medium,6,164,57,44,Medium
24324,38,Female,USA,Action,3.778,0,Easy,13,48,84,11,Medium
24490,30,Male,USA,Action,22.0238,0,Medium,18,168,78,27,High
18630,27,Male,Other,Action,2.9962,0,Easy,15,46,21,19,Medium
14967,15,Male,Europe,Action,16.5016,0,Easy,1,142,78,33,Low
15319,40,Female,Asia,Sports,21.1415,0,Easy,12,115,22,28,Medium
34706,39,Male,USA,Strategy,15.9299,0,Easy,16,69,52,12,Medium
15404,32,Female,USA,Action,18.6248,0,Medium,16,58,63,24,Medium
9836,38,Female,USA,Action,13.9006,0,Easy,10,126,95,37,High
16197,32,Male,Europe,Action,11.6717,0,Easy,12,160,15,2,High
45233,39,Male,Europe,Simulation,6.9166,0,Easy,7,105,28,40,Medium
28514,23,Male,USA,Sports,13.4481,0,Easy,18,113,80,12,High
19947,36,Male,Europe,Strategy,20.1634,0,Hard,17,162,47,33,High
9787,25,Female,USA,Action,4.9788,1,Hard,16,65,74,23,Medium
26639,32,Male,Other,Simulation,21.603,0,Easy,18,71,3,35,Medium
12859,37,Male,Europe,Action,21.1616,0,Medium,16,169,27,23,High
12038,31,Female,USA,RPG,0.3189,0,Easy,2,127,7,37,Low
19947,27,Female,USA,Simulation,0.555,0,Easy,18,138,15,7,High
37706,17,Male,USA,Simulation,19.0763,1,Easy,2,165,23,0,Low
14075,27,Male,USA,RPG,5.3876,0,Easy,17,13,7,38,Low
39069,29,Female,USA,Simulation,9.9501,0,Hard,4,46,67,37,Medium
39975,27,Female,Europe,Sports,7.4591,0,Hard,4,150,63,41,Medium
18869,32,Male,Europe,Simulation,12.0748,0,Easy,19,145,46,19,High
23085,22,Male,USA,RPG,23.2865,0,Medium,5,57,35,25,High
37505,20,Male,USA,Action,3.4216,0,Easy,9,126,86,41,Medium
17714,43,Female,USA,Strategy,2.7968,0,Easy,18,42,27,33,Medium
45581,36,Male,Asia,Action,3.2652,0,Medium,14,168,7,17,High
35830,25,Male,USA,Strategy,19.9462,0,Medium,6,29,96,26,Low
43290,23,Male,USA,Action,16.6832,0,Easy,4,84,31,49,Medium
29468,46,Male,Europe,Strategy,13.0922,1,Easy,3,138,59,46,Medium
33919,19,Male,Asia,Simulation,13.8893,0,Easy,4,71,96,49,Medium
17638,39,Male,Asia,Action,9.1173,0,Easy,1,87,98,0,Low
33138,45,Female,USA,Sports,15.1138,0,Medium,1,125,65,3,Low
29688,15,Female,USA,Sports,16.8642,0,Medium,3,85,98,11,Low
22166,17,Male,Europe,Strategy,0.9173,0,Easy,19,169,23,23,High
38943,39,Male,USA,Sports,2.3457,0,Medium,9,120,98,20,Medium
38324,21,Male,Asia,Action,2.3542,0,Medium,14,156,78,29,High
9164,47,Female,Europe,RPG,17.8056,0,Hard,4,86,14,32,Medium
27697,26,Male,Europe,Strategy,1.565,0,Easy,2,139,24,29,Low
23401,23,Male,Europe,RPG,1.3585,0,Hard,16,97,82,17,High
12388,31,Male,Asia,Simulation,23.5937,0,Medium,2,169,97,49,Medium
31010,20,Male,USA,Strategy,16.6674,0,Easy,15,158,40,30,High
16208,48,Male,Asia,Sports,23.9009,1,Easy,16,126,30,33,High
35810,40,Male,Asia,Simulation,20.8565,0,Hard,9,99,55,4,Medium
24046,20,Female,Europe,Simulation,12.9546,0,Medium,14,48,90,17,Medium
41528,25,Male,Asia,Simulation,2.2238,1,Hard,6,81,35,0,Medium
18994,36,Male,Europe,Action,1.873,0,Medium,17,136,85,33,High
26759,19,Female,USA,Action,12.3321,0,Medium,5,73,93,25,Medium
24013,41,Male,Europe,Strategy,4.0993,1,Easy,7,90,7,36,Medium
18843,43,Female,USA,Sports,5.385,0,Easy,14,176,26,27,High
30604,36,Male,Asia,Action,3.807,0,Easy,3,63,49,20,Low
35995,21,Male,Other,Sports,21.4357,0,Easy,1,129,29,18,Low
25426,44,Male,USA,Strategy,14.1506,1,Easy,6,36,50,4,Low
9596,35,Male,Asia,Action,5.3196,0,Easy,12,112,94,24,High
11981,28,Female,Other,RPG,13.726,0,Medium,4,168,40,18,Medium
36041,36,Female,Europe,Action,20.8748,1,Medium,12,45,70,3,Medium
45169,27,Male,Asia,Action,13.711,0,Easy,0,79,71,9,Low
18789,22,Male,USA,RPG,18.659,0,Hard,6,33,76,3,Low
15594,27,Male,Asia,Strategy,21.6442,0,Easy,15,56,12,25,Medium
44723,17,Female,Other,Simulation,13.0635,0,Easy,12,77,25,25,Medium
43437,18,Female,USA,Action,2.4507,0,Easy,7,103,97,4,Medium
45060,47,Male,Asia,Simulation,23.6975,0,Hard,10,74,93,2,Medium
35581,49,Male,USA,Sports,7.4579,0,Easy,7,29,44,30,Low
16279,38,Female,USA,Action,4.8287,0,Easy,10,156,20,8,High
32534,38,Male,Europe,RPG,2.7211,0,Easy,18,115,79,8,High
47218,15,Male,USA,RPG,18.4451,0,Medium,11,171,14,30,High
36395,38,Male,Europe,Simulation,12.5699,0,Medium,11,36,92,36,Medium
31627,48,Female,Other,Sports,22.6561,0,Medium,10,44,65,7,Medium
12596,27,Male,Europe,Strategy,22.7264,0,Easy,15,172,98,44,High
15595,42,Male,Europe,Sports,7.4684,1,Easy,4,109,94,32,Medium
15791,48,Female,Europe,Action,11.6849,0,Easy,4,129,33,19,Low
43053,29,Female,Asia,Strategy,17.9488,0,Easy,3,77,25,44,Low
15502,25,Female,USA,Action,1.079,0,Medium,0,108,88,39,Low
43677,46,Female,USA,Strategy,7.7762,0,Easy,14,144,22,41,High
26318,17,Female,Europe,RPG,3.8543,0,Hard,8,95,6,2,Medium
37798,37,Female,Other,Simulation,0.4853,0,Medium,13,94,58,27,Medium
16007,22,Male,Europe,Sports,6.0076,0,Easy,1,68,35,44,Low
28090,31,Female,Europe,Simulation,19.7602,0,Easy,18,139,3,36,High
32222,21,Male,Asia,Action,23.1388,0,Easy,0,79,18,45,Low
18289,43,Male,Asia,Action,19.1545,1,Easy,5,94,50,8,Medium
40614,25,Male,USA,Sports,11.5854,0,Easy,3,48,79,37,Low
27848,37,Male,USA,Action,11.0205,0,Hard,18,95,83,4,High
39267,37,Female,USA,Simulation,3.4042,0,Easy,4,94,81,4,Medium
44743,16,Male,Europe,RPG,7.9455,0,Medium,13,144,86,23,High
26456,24,Male,USA,Strategy,16.3637,0,Easy,16,22,28,20,Medium
28538,42,Male,USA,Sports,5.4385,0,Easy,10,106,82,36,Medium
47819,22,Male,Asia,RPG,4.8613,0,Medium,1,70,33,9,Low
21465,21,Male,Asia,Simulation,2.2565,1,Easy,16,135,54,35,High
43638,16,Male,Other,Strategy,22.7953,0,Hard,12,91,13,3,Medium
10987,38,Female,Other,RPG,9.5586,0,Easy,16,56,67,40,Medium
10893,30,Male,Europe,Action,20.6766,0,Medium,19,120,34,30,Low
13607,49,Male,USA,Simulation,22.6834,0,Medium,15,55,75,41,Medium
10985,22,Male,Europe,Simulation,5.7552,0,Medium,1,122,94,15,Low
28023,30,Female,Asia,Action,9.9234,0,Easy,17,175,86,41,High
38131,39,Male,USA,RPG,20.7602,0,Hard,5,156,75,47,Medium
26306,43,Female,Europe,Action,11.8258,0,Medium,11,65,23,27,Medium
39491,35,Male,Asia,RPG,10.9493,0,Easy,8,116,40,19,Medium
48347,30,Male,USA,RPG,1.0298,0,Easy,13,158,31,10,High
14031,41,Male,Other,Simulation,6.866,0,Medium,12,151,7,41,High
26042,24,Female,USA,Action,9.3674,0,Easy,4,175,50,33,Medium
24220,29,Female,Other,Simulation,10.6502,0,Hard,10,142,77,23,High
26054,30,Male,Europe,RPG,18.0965,0,Easy,12,41,73,45,Medium
35177,28,Female,Europe,Action,14.1813,0,Hard,12,14,42,31,Low
47724,28,Male,USA,Action,19.7234,0,Medium,9,34,7,31,Low
11696,29,Female,USA,Sports,23.3649,1,Easy,14,46,38,20,Medium
12467,18,Female,Other,Sports,14.4121,0,Hard,16,21,27,33,Medium
26111,33,Male,Europe,Action,10.9801,0,Easy,5,31,58,1,Low
37158,35,Male,USA,Sports,3.7059,0,Easy,3,165,42,23,Medium
23167,37,Female,USA,Action,17.7865,1,Easy,9,11,76,38,Low
42924,24,Female,Europe,Simulation,5.6099,0,Hard,7,92,71,7,Medium
13414,18,Male,USA,Sports,8.2875,0,Easy,14,51,77,35,Medium
45791,23,Male,USA,RPG,5.354,0,Easy,15,36,95,30,Medium
29055,45,Female,Other,RPG,16.0722,1,Easy,8,118,72,38,Medium
46674,27,Male,Europe,RPG,7.3367,0,Easy,10,106,92,30,Medium
35456,32,Female,Europe,Strategy,21.8054,0,Medium,12,41,76,12,Medium
41820,24,Male,Asia,Strategy,19.8108,0,Medium,4,177,73,45,Medium
13662,15,Male,USA,Simulation,0.5004,0,Medium,11,156,30,0,High
11757,23,Male,USA,Sports,20.412,0,Medium,10,98,75,45,Medium
38530,25,Female,Europe,Strategy,18.3058,1,Medium,14,118,8,11,High
14663,33,Female,USA,Action,21.9323,0,Medium,5,125,56,40,Medium
39005,22,Male,Europe,Strategy,0.7238,0,Easy,1,101,65,41,Low
44358,48,Male,USA,Strategy,20.0428,1,Medium,16,145,43,41,High
27294,36,Male,Europe,RPG,16.4305,0,Hard,6,135,82,16,Medium
12759,25,Female,Asia,Simulation,1.652,0,Easy,16,21,64,31,Medium
45989,21,Male,USA,Action,9.9879,0,Easy,6,133,98,27,Medium
33420,37,Female,Asia,RPG,9.8457,0,Easy,4,102,12,24,Medium
31615,15,Female,USA,Action,5.7422,0,Easy,12,16,22,17,Low
26764,16,Male,USA,Strategy,10.7839,0,Hard,5,178,8,47,Medium
38259,20,Male,Europe,Strategy,19.6045,0,Easy,3,47,11,38,Low
37717,44,Male,USA,Simulation,10.607,1,Hard,1,120,99,41,Low
17511,25,Male,Europe,Action,18.165,0,Easy,2,141,48,1,Low
22789,46,Male,Europe,Simulation,11.483,0,Hard,14,132,35,43,High
23839,38,Male,USA,Action,20.589,0,Medium,18,43,9,38,Medium
39475,49,Female,Europe,Sports,9.4331,0,Medium,5,121,62,29,Medium
20490,28,Male,Europe,Action,19.537,0,Hard,7,42,26,18,Medium
20998,46,Male,Asia,Strategy,19.9342,0,Hard,8,43,58,46,Medium
47825,28,Female,USA,Strategy,23.7324,0,Medium,3,14,83,10,Low
33902,46,Male,Europe,Strategy,17.954,1,Medium,12,19,86,49,Medium
13318,40,Female,USA,Action,1.5029,0,Medium,3,77,38,42,Low
43155,46,Female,USA,RPG,14.1381,0,Hard,1,52,40,33,Low
30053,37,Female,USA,Simulation,12.5691,0,Easy,19,158,47,4,High
20547,39,Male,USA,Simulation,20.3356,0,Easy,10,136,15,9,Medium
14240,38,Male,Europe,Action,1.4392,0,Easy,1,139,6,21,Low
40217,34,Male,Europe,Simulation,11.3888,0,Medium,11,12,71,39,Low
19821,35,Male,USA,Strategy,21.0232,0,Medium,15,127,8,5,High
43821,26,Male,Other,Sports,15.6051,0,Hard,3,56,38,25,Low
20311,42,Female,USA,Simulation,12.3571,0,Easy,17,139,33,30,High
36411,41,Male,Europe,Simulation,0.7438,0,Medium,3,22,66,38,Low
24899,19,Male,USA,RPG,12.5275,0,Medium,19,103,44,23,High
25886,42,Male,Asia,Action,3.6415,1,Easy,1,131,3,2,High
40287,19,Male,Europe,Sports,22.4155,0,Easy,17,100,21,23,High
12598,22,Male,Europe,Sports,7.7414,0,Medium,4,48,56,13,Low
13622,20,Male,Europe,Strategy,13.1748,1,Easy,8,42,23,36,Medium
35875,16,Male,USA,Sports,16.6887,0,Easy,18,167,39,6,High
20747,33,Female,Europe,Simulation,22.9146,1,Easy,2,126,94,42,Medium
48317,40,Female,USA,Simulation,23.3695,0,Easy,18,131,47,48,High
46049,41,Male,Europe,Action,6.8156,0,Medium,4,162,67,6,Medium
45676,20,Female,Asia,RPG,4.5658,0,Medium,4,92,33,22,Medium
13631,42,Male,Asia,RPG,10.5148,0,Easy,15,61,88,16,Medium
34169,18,Female,Europe,Simulation,7.3794,0,Medium,16,119,55,22,High
20364,39,Female,Europe,RPG,3.9666,0,Medium,5,69,18,33,Medium
26427,31,Female,USA,Action,2.9811,0,Hard,12,153,21,5,High
19301,34,Male,USA,RPG,20.3749,0,Easy,17,34,17,41,Medium
19417,48,Male,Europe,Action,20.7268,0,Medium,8,124,61,10,Medium
27423,16,Female,Other,Sports,17.4466,0,Hard,2,40,73,42,Low
25621,28,Male,USA,Action,20.3181,0,Medium,2,104,70,10,Low
26999,32,Female,USA,Action,17.0589,0,Easy,14,103,65,3,High
41170,34,Male,USA,Strategy,14.3571,0,Hard,16,63,35,28,Medium
16837,34,Male,Other,Strategy,6.1505,0,Easy,16,45,65,18,Medium
11828,28,Male,Asia,RPG,21.046,1,Easy,12,170,20,48,High
45534,46,Female,Europe,Strategy,3.004,0,Medium,12,43,26,7,Medium
46794,16,Female,USA,Sports,18.9045,0,Hard,3,36,92,31,Low
14633,29,Male,USA,Sports,16.4618,0,Easy,12,125,73,6,High
12968,33,Female,Europe,RPG,8.6258,0,Easy,2,19,16,40,Low
15324,42,Male,USA,Simulation,12.8474,0,Easy,9,36,2,30,Low
29612,23,Male,Asia,RPG,16.0899,0,Easy,4,141,30,14,Medium
20747,47,Male,Europe,Action,23.3022,0,Medium,1,127,65,37,Low
37901,38,Male,Europe,Strategy,10.281,0,Easy,11,71,29,35,Medium
16346,22,Male,Other,Action,0.0928,0,Hard,0,140,17,11,Low
48177,48,Female,Asia,Sports,22.5455,0,Easy,2,41,38,41,Low
11620,27,Male,Other,Action,7.45,0,Easy,18,51,43,18,Low
21331,45,Female,Europe,Strategy,12.4173,0,Medium,17,119,34,15,High
41613,36,Female,Asia,Simulation,23.7921,1,Easy,12,160,71,17,High
19733,37,Male,USA,RPG,16.9142,1,Easy,3,124,9,7,Medium
30548,49,Male,USA,Simulation,14.8506,0,Hard,16,132,51,36,High
22919,32,Male,USA,Action,0.0699,0,Medium,5,143,14,3,Medium
17477,15,Female,Europe,Simulation,22.4631,0,Easy,6,143,21,40,Medium
10308,29,Male,Asia,Action,2.3398,0,Hard,4,33,87,3,Low
38881,42,Male,Europe,Action,20.8732,0,Hard,10,20,7,29,Low
14642,20,Female,USA,RPG,18.5143,0,Hard,19,48,63,10,Medium
32943,25,Female,Europe,RPG,6.962,0,Easy,12,17,64,45,Low
23070,23,Male,Other,Sports,8.0453,0,Hard,3,57,22,21,Low
9127,47,Male,USA,RPG,8.2331,0,Medium,11,72,15,24,Medium
31601,48,Male,Asia,RPG,17.8827,0,Easy,19,54,27,34,Medium
29971,49,Female,Europe,Action,10.5147,0,Medium,10,127,23,26,Medium
19890,35,Male,USA,Action,11.7416,0,Easy,10,162,58,19,High
41885,18,Female,Europe,RPG,14.0182,0,Easy,6,12,98,0,Low
36654,30,Male,USA,Simulation,15.1434,0,Easy,3,118,59,11,Medium
18560,27,Male,Europe,Strategy,20.1883,0,Easy,2,73,39,0,Low
31688,49,Female,USA,RPG,20.4613,0,Easy,6,113,1,32,Medium
27023,24,Female,Europe,RPG,4.8633,0,Easy,17,77,63,44,High
36951,40,Female,USA,Simulation,23.4941,1,Medium,9,20,77,43,Medium
33328,21,Female,USA,Simulation,4.1275,1,Hard,14,175,62,40,High
37529,43,Male,Europe,Simulation,9.7793,0,Easy,4,54,75,1,Low
21558,46,Female,Other,Simulation,6.3536,0,Easy,14,78,29,18,Medium
24458,46,Female,Asia,Strategy,17.8593,1,Hard,19,159,66,46,High
35227,42,Male,USA,Sports,2.7284,0,Medium,11,29,38,10,Medium
9754,29,Male,Other,Strategy,9.6272,1,Easy,11,77,40,41,Medium
22808,18,Female,USA,Sports,21.4643,0,Hard,7,139,80,49,Medium
23576,29,Female,USA,RPG,8.942,0,Easy,7,19,37,36,Low
21706,49,Female,USA,RPG,2.9334,0,Medium,12,137,71,0,High
36394,46,Male,USA,RPG,16.9742,0,Hard,13,59,1,28,Medium
38889,15,Male,Other,Simulation,1.5202,0,Easy,13,127,58,16,High
15915,49,Male,USA,Sports,11.7594,1,Hard,10,167,14,29,High
10767,38,Male,Europe,RPG,0.9582,0,Easy,1,75,9,19,Low
21666,37,Male,Other,Simulation,18.2949,0,Hard,5,75,9,7,Medium
25821,38,Female,Other,Strategy,8.9374,0,Easy,0,18,81,4,Low
31781,48,Male,Other,Sports,8.6545,1,Medium,8,113,70,11,Medium
12971,19,Female,Other,Action,17.7245,0,Easy,9,136,20,20,Medium
47493,32,Male,Other,Action,1.4291,0,Medium,14,127,58,41,High
21294,31,Male,Europe,RPG,0.5322,0,Hard,1,156,95,14,Low
39604,35,Male,Other,Strategy,3.2764,0,Hard,5,39,36,34,Low
25066,21,Male,USA,Sports,22.384,0,Easy,14,79,38,8,Medium
23212,40,Female,USA,Simulation,10.9912,0,Medium,0,124,88,35,Low
44287,15,Male,Asia,Action,18.4465,0,Medium,12,164,74,28,Low
45759,20,Male,Other,RPG,10.6793,0,Easy,18,92,93,32,High
34218,29,Female,USA,Strategy,2.5954,0,Easy,19,117,22,14,High
